7,32,20,884
x,y,z
1.7367,1.50318,7.893
1.74031,1.48478,7.909
0.828931,0.694859,5.537
0.844908,0.695569,5.543
0.859829,0.6954,5.542
0.874427,0.694979,5.539
0.888524,0.694182,5.533
0.903239,0.693886,5.531
0.921759,0.696475,5.552
0.93921,0.698185,5.566
0.833315,0.683339,5.566
0.845866,0.68121,5.549
0.860804,0.681044,5.548
0.875892,0.681001,5.548
0.890335,0.680466,5.544
0.90557,0.680544,5.545
0.922302,0.681727,5.555
0.941955,0.684995,5.582
0.941519,0.673783,5.491
0.8371,0.671179,5.591
0.850634,0.669817,5.58
0.861933,0.666773,5.555
0.876251,0.666131,5.55
0.891663,0.666328,5.552
0.907411,0.666764,5.556
0.924173,0.66792,5.566
0.940819,0.668955,5.575
0.939934,0.647389,5.396
0.951584,0.645305,5.379
0.964217,0.643941,5.368
0.851438,0.655203,5.585
0.864768,0.653753,5.573
0.878977,0.653007,5.567
0.894918,0.653551,5.572
0.910721,0.653978,5.576
0.925712,0.653817,5.575
0.938062,0.631406,5.385
0.95039,0.629838,5.372
0.963543,0.628857,5.364
0.975009,0.62682,5.347
0.988785,0.626307,5.343
1.00348,0.62638,5.344
1.01855,0.626687,5.347
1.03441,0.627462,5.354
0.840177,0.643006,5.611
0.852241,0.640559,5.59
0.866516,0.639831,5.584
0.882335,0.640248,5.588
0.898655,0.641008,5.595
0.91403,0.64108,5.596
0.92974,0.641381,5.599
0.940401,0.638245,5.572
0.931191,0.621937,5.43
0.937582,0.616397,5.382
0.951318,0.615782,5.377
0.963586,0.61425,5.364
0.97487,0.612146,5.346
0.988089,0.611301,5.339
1.00333,0.611716,5.343
1.01974,0.612817,5.353
1.03736,0.614604,5.369
0.854263,0.626781,5.603
0.869661,0.626853,5.604
0.884903,0.626812,5.604
0.901267,0.627554,5.611
0.915869,0.627065,5.607
0.930281,0.626464,5.602
0.925059,0.603122,5.394
0.937624,0.601738,5.382
0.950829,0.600802,5.374
0.96309,0.599307,5.361
0.974183,0.597141,5.342
0.987392,0.596316,5.335
1.003,0.596943,5.341
1.01902,0.597795,5.349
1.03663,0.599539,5.365
0.858115,0.61424,5.628
0.871563,0.612891,5.616
0.885575,0.611978,5.608
0.90195,0.612702,5.615
0.918524,0.613534,5.623
0.935139,0.614365,5.631
0.938014,0.587296,5.384
0.951578,0.5866,5.378
0.96367,0.585032,5.364
0.976049,0.583682,5.352
0.989285,0.582877,5.345
1.00492,0.583489,5.351
1.02192,0.584864,5.364
1.03802,0.585694,5.372
0.860136,0.600284,5.641
0.872378,0.598117,5.621
0.88672,0.597439,5.615
0.903275,0.598251,5.623
0.920688,0.599594,5.636
0.93983,0.602,5.659
0.955212,0.601959,5.659
0.937706,0.572415,5.382
0.951442,0.571843,5.377
0.96479,0.571058,5.37
0.978096,0.570273,5.363
0.990252,0.56885,5.35
1.00534,0.569128,5.353
1.02215,0.570362,5.365
0.851115,0.5893,5.683
0.861546,0.58584,5.65
0.87459,0.584247,5.635
0.889128,0.58369,5.63
0.906528,0.584999,5.643
0.925139,0.587033,5.663
0.943192,0.588652,5.679
0.960992,0.590062,5.693
0.936351,0.556921,5.374
0.95042,0.556571,5.371
0.965369,0.556739,5.373
0.979231,0.556285,5.369
0.993439,0.556037,5.367
1.00726,0.555583,5.363
1.02372,0.556578,5.373
0.862804,0.571244,5.658
0.876645,0.570198,5.648
0.891851,0.570059,5.647
0.909297,0.571333,5.66
0.926322,0.572304,5.67
0.943066,0.573072,5.678
0.962214,0.575253,5.7
0.935867,0.541974,5.371
0.95099,0.542239,5.374
0.965767,0.542301,5.375
0.980182,0.542161,5.374
0.994034,0.541718,5.37
1.00824,0.541477,5.368
1.02281,0.541437,5.368
0.86467,0.556996,5.67
0.87901,0.556272,5.663
0.894099,0.556039,5.661
0.911424,0.55718,5.673
0.927177,0.557339,5.675
0.944932,0.558675,5.689
0.952267,0.528281,5.381
0.966345,0.527949,5.378
0.980221,0.527518,5.374
0.994998,0.527578,5.375
1.00903,0.527245,5.372
1.0238,0.527304,5.373
1.03838,0.527265,5.373
0.868214,0.543731,5.693
0.881841,0.542549,5.681
0.896347,0.54194,5.675
0.912104,0.542095,5.677
0.927541,0.542058,5.677
0.943641,0.542403,5.681
0.942389,0.516229,5.408
0.954428,0.51476,5.393
0.966382,0.513292,5.378
0.980076,0.512777,5.373
0.993556,0.512167,5.367
1.00888,0.512512,5.371
1.02441,0.512951,5.376
1.04055,0.513676,5.384
0.94382,0.502229,5.416
0.954641,0.500153,5.394
0.966419,0.498633,5.378
0.979566,0.497856,5.37
0.993963,0.497726,5.369
1.00929,0.49806,5.373
1.02616,0.499136,5.385
1.04406,0.500674,5.402
0.943507,0.487283,5.414
0.9545,0.485359,5.393
0.966095,0.483793,5.376
0.97869,0.482768,5.365
0.993443,0.482823,5.366
1.00989,0.483687,5.376
1.0281,0.48536,5.395
1.04855,0.488022,5.425
0.942321,0.471911,5.407
0.95418,0.470481,5.391
0.967208,0.469661,5.382
0.979819,0.468667,5.371
0.994404,0.468632,5.371
1.00917,0.468685,5.372
1.02662,0.469958,5.387
1.0482,0.473063,5.423
0.941134,0.456575,5.4
0.953329,0.455358,5.386
0.966523,0.454649,5.378
0.9804,0.454277,5.374
0.994439,0.45399,5.371
1.00808,0.453534,5.366
1.02303,0.453669,5.368
1.04069,0.454987,5.384
0.952476,0.440262,5.381
0.966376,0.439903,5.377
0.980798,0.439788,5.376
0.995213,0.439674,5.375
1.00699,0.438414,5.36
1.02078,0.438054,5.356
4,34,18,214
x,y,z
0.491979,0.0702269,3.684
0.561008,0.0700419,3.676
0.57148,0.0700941,3.679
0.583231,0.0702987,3.69
0.595041,0.0705033,3.701
0.605763,0.0705743,3.705
0.493853,0.0603831,3.698
0.502297,0.0601834,3.686
0.511091,0.0600325,3.677
0.519692,0.0598653,3.667
0.529537,0.0598451,3.666
0.539816,0.0598737,3.668
0.550854,0.0599839,3.675
0.561165,0.0600124,3.677
0.571951,0.0600898,3.682
0.583868,0.0602813,3.694
0.596171,0.0605055,3.708
0.606913,0.0605664,3.712
0.49586,0.0504762,3.713
0.504345,0.0503098,3.701
0.512901,0.0501571,3.69
0.521538,0.0500179,3.68
0.530696,0.049933,3.674
0.540409,0.0499025,3.672
0.550408,0.0498991,3.672
0.561321,0.0499771,3.678
0.572421,0.0500688,3.685
0.584821,0.050269,3.7
0.596818,0.0504284,3.712
0.607407,0.0504655,3.715
0.497065,0.0404218,3.722
0.50571,0.0402998,3.711
0.514294,0.0401778,3.7
0.522958,0.0400666,3.69
0.531855,0.039977,3.682
0.541736,0.0399635,3.681
0.55161,0.0399499,3.68
0.56285,0.040034,3.688
0.574132,0.040118,3.696
0.58593,0.0402346,3.707
0.597143,0.0403077,3.714
0.607083,0.0402939,3.713
0.500406,0.0304482,3.747
0.507212,0.0302431,3.722
0.515965,0.0301599,3.712
0.524661,0.0300767,3.702
0.533446,0.0300015,3.693
0.542474,0.0299427,3.686
0.552512,0.0299406,3.686
0.563616,0.0299954,3.693
0.576154,0.0301233,3.709
0.587355,0.030178,3.716
0.598592,0.0302326,3.723
0.607413,0.0301655,3.715
0.498938,0.0201435,3.736
0.508031,0.0200991,3.728
0.516383,0.0200277,3.715
0.525372,0.0199833,3.707
0.534314,0.0199389,3.699
0.543653,0.0199106,3.694
0.553863,0.0199146,3.695
0.564839,0.0199456,3.701
0.577709,0.0200412,3.719
0.589254,0.0200882,3.728
0.600041,0.0201083,3.732
0.607742,0.0200261,3.717
0.497337,0.00989634,3.724
0.508577,0.00991697,3.732
0.517357,0.00988976,3.722
0.526081,0.00986254,3.712
0.535327,0.00984594,3.706
0.545273,0.00984262,3.705
0.555662,0.00984726,3.707
0.566061,0.00985189,3.709
0.578643,0.0098937,3.725
0.590045,0.00991425,3.733
0.601328,0.00993213,3.74
0.608724,0.00988626,3.723
0.59468,0.00934583,3.52
0.60099,0.00929469,3.501
0.693893,0.00925824,3.49
0.70961,0.00933972,3.521
0.50994,-0.000287563,3.742
